neighborhood,postal_town,locality,administrative_area_level_1,country,postal_code
Abbeyfeale West,,Abbeyfeale,County Limerick,Ireland,V94 H9H0
Letterbrickaun,,Leenaun,County Galway,Ireland,
Falledeen,,Ballinlough,County Roscommon,Ireland,F45 EW70
Mountfin Lower,,Munfin Lower,County Wexford,Ireland,
,,Limerick,County Limerick,Ireland,
Gurranabraher,,Cork,County Cork,Ireland,T23 E7K4
Rathmines,Dublin 6,,County Dublin,Ireland,D06 X5N9
Cornalee,,Curnalee,County Roscommon,Ireland,
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 PK6N
,,Kinsale,County Cork,Ireland,
Mountjoy,Dublin 1,,County Dublin,Ireland,D01 W8C1
,,Dublin,County Dublin,Ireland,D07 DX52
Ardnacassagh,,Longford,County Longford,Ireland,N39 H6E4
,Dublin 12,,County Dublin,Ireland,D12 V0A2
Gortnabrade,,Altmore,County Donegal,Ireland,
Lacka East,,Ballyduff,County Kerry,Ireland,V92 D5A2
Prughlish,,Knocknashammer,County Leitrim,Ireland,
Ballintemple,,Cork,County Cork,Ireland,
Cabra West,Dublin 7,,County Dublin,Ireland,D07 K4N2
,,Drogheda,County Meath,Ireland,A92 V8XE
,,Kinsale,County Cork,Ireland,
Kiltillahan,,Sroughmore,County Wexford,Ireland,
Mountievers,,Sixmilebridge,County Clare,Ireland,V95 HD85
Cartron,,Sligo,County Sligo,Ireland,F91 F9VW
Pembroke,,Passage West,County Cork,Ireland,T12 F4WY
,Dublin 15,,County Dublin,Ireland,D15 HR1H
Ballyengland Lower,,Stewick,County Limerick,Ireland,
Curragh,,Curragh Cross,County Waterford,Ireland,
Moneynure,,Drumshanbo,County Leitrim,Ireland,N41 W894
Carrownluggaun,,Ballyhaunis,County Mayo,Ireland,F35 N932
,,Dublin,County Dublin,Ireland,D12 RR29
Gubacreeny,,Kinlough,County Leitrim,Ireland,F91 E9F9
Ambrosetown,,Duncormick,County Wexford,Ireland,
Blackwater,,Garraunboy,County Clare,Ireland,
,,Limerick,County Limerick,Ireland,V94 YV9T
Rodeen,,Shanagort,County Cork,Ireland,
Mothel,,Mothel,County Waterford,Ireland,
,,Ballinabarna,County Kilkenny,Ireland,
,,Dublin,County Dublin,Ireland,
Temple Bar,Dublin 2,,County Dublin,Ireland,D02 K376
Ravenswell,,Bray,County Wicklow,Ireland,A98 TP40
Glasheen,,Cork,County Cork,Ireland,T12 E9C0
Cowpasture,,Monasterevin,County Kildare,Ireland,W34 FX08
,Dublin 24,,County Dublin,Ireland,D24 V6V0
,Dublin 14,,County Dublin,Ireland,D14 F446
Saint Catherine's,Dublin 8,,County Dublin,Ireland,D08 K5E5
Ballintemple,,Cork,County Cork,Ireland,T12 CHR3
Esker North,,Lucan,County Dublin,Ireland,K78 Y923
Rotunda,,Dublin,County Dublin,Ireland,
Ballyraine,,Letterkenny,County Donegal,Ireland,
Rathcoole,,Aubrey Manor,County Dublin,Ireland,D24 XD9Y
Piperstown,,Saint ann'S,County Dublin,Ireland,
Knockanrawley,,Tipperary,County Tipperary,Ireland,E34 YT18
Glasnevin,Dublin 11,,County Dublin,Ireland,D11 K8K6
Feagh,,Huntly,County Galway,Ireland,
Gort Glebe,,Carndonagh,County Donegal,Ireland,
Shesheraghmore,,,County Tipperary,Ireland,
Carrowncurry,,Castlebar,County Mayo,Ireland,F23 EF89
,Dublin 6,,County Dublin,Ireland,D06 V276
Ballintemple,,Cork,County Cork,Ireland,T12 DDC9
Pallas,,Pallaskenry,County Limerick,Ireland,
Derryginagh West,,Derryinaugh West,County Cork,Ireland,
Ardea,,Tuosist,County Kerry,Ireland,
Clare,Claremorris,,County Galway,Ireland,
Mallow,,Mallow,County Cork,Ireland,P51 RFH0
Cloghoolia,,Cloughoolia,County Clare,Ireland,
Ballincurrig,,Broadstrand,County Cork,Ireland,
Manna South,,Templemore,County Tipperary,Ireland,E41 NW02
,Dublin 18,,County Dublin,Ireland,
Scalpwilliam,,Dalkey,County Dublin,Ireland,
,,Kilkenny,County Kilkenny,Ireland,
Bunratty West,,Bunratty,County Clare,Ireland,V95 PN7T
Cloontymweenagh,,Clounty,County Clare,Ireland,
Coolbane,,Laherne Hill,County Cork,Ireland,
Whitehall,,Dublin,County Dublin,Ireland,D09 H5N0
Tooreen,,Croom,County Limerick,Ireland,V35 PD82
Bray Commons,,Bray,County Wicklow,Ireland,A98 W135
Ballintrane,,Levitstown,County Carlow,Ireland,
Duagh,,Duagh,County Kerry,Ireland,
Ballyvolane,,Cork,County Cork,Ireland,T23 KCX6
Ballsbridge,,Dublin,County Dublin,Ireland,D04 A4E9
,,Coolearagh,County Kildare,Ireland,W91 RK19
,,Athlone,County Westmeath,Ireland,
Fearmore,,,County Westmeath,Ireland,
Lucan,,Lucan,County Dublin,Ireland,K78 D1W8
Irishtown,,,County Meath,Ireland,
Newtown Commons,,Wotton,County Meath,Ireland,D11 C1PP
,Dublin 20,,County Dublin,Ireland,
,,Galway,County Galway,Ireland,
Friarshill,,Ballaghaderreen,County Roscommon,Ireland,F45 PW58
Coolcots,,Wexford,County Wexford,Ireland,Y35 DK2T
Abbeyland,,Navan,County Meath,Ireland,C15 T8X7
Glascarn,,Ratoath,County Meath,Ireland,
Clonagh,,Cadamstown,County Kildare,Ireland,
Ballsbridge,,Dublin,County Dublin,Ireland,D04 YX65
Skehahagh,,Ballintober,County Mayo,Ireland,
Glebe,,Letterkenny,County Donegal,Ireland,F92 WY9T
Lislevane,,School Cross,County Cork,Ireland,
Gully,,Bandon,County Cork,Ireland,P72 DH34
Cromwellsfort,,Wexford,County Wexford,Ireland,Y35 V8D5
Ardpattan,,Ardpatton,County Donegal,Ireland,
Gubnaveagh,,Carnhill,County Leitrim,Ireland,
,,Kilkenny,County Kilkenny,Ireland,R95 FNY8
,,Dublin,County Dublin,Ireland,
Mountjoy,Dublin 1,,County Dublin,Ireland,D01 NN76
Dunkerron,,Dunkerron Woods Holiday Homes,County Kerry,Ireland,V93 A8D2
Cornarona,,Cor Na Ron Middle,County Galway,Ireland,
Carnamogagh Upper,,Letterkenny,County Donegal,Ireland,F92 PVY8
Glasheen,,Cork,County Cork,Ireland,T12 TP07
Poppintree,Dublin 11,,County Dublin,Ireland,D11 XN81
Dalkey,,Dalkey,County Dublin,Ireland,
Blackditch,,Newcastle,County Wicklow,Ireland,
Kilminchy,,Portlaoise,County Laois,Ireland,R32 Y2YC
,,Galway,County Galway,Ireland,
St. Catherine's Park,,Leixlip,County Kildare,Ireland,W23 D710
,,Lucan,County Dublin,Ireland,K78 C523
Ballsbridge,Dublin 4,,County Dublin,Ireland,D04 N2A4
,Dublin 4,,County Dublin,Ireland,D04 FR60
Dublin Docklands,Dublin 1,,County Dublin,Ireland,
Templenacarriga South,,Templenacarriga,County Cork,Ireland,
Monkstown,,Monkstown,County Cork,Ireland,T12 TX8A
Carrownahooan East,,Carrownahooan,County Clare,Ireland,
Montenotte,,Cork,County Cork,Ireland,T23 T6H2
Glasnevin,Dublin 9,,County Dublin,Ireland,D09 W2X5
Edenderry,,Edenderry,County Offaly,Ireland,
,,Limerick,County Limerick,Ireland,
,,Athlone,County Westmeath,Ireland,
,,Dublin,County Dublin,Ireland,
Dooradoyle,,Limerick,County Limerick,Ireland,V94 R15X
,,Galway,County Galway,Ireland,H91 F2YN
Knocknaseed,,Creggeen,County Kerry,Ireland,
Malahide,,Malahide,County Dublin,Ireland,
Castleredmond,,Cork,County Cork,Ireland,
Killadysert,,Kildysart,County Clare,Ireland,
Cashel,,Glynsk Cottages,County Galway,Ireland,H91 KT4C
Hazelhill,,Ballyhaunis,County Mayo,Ireland,
Clonsilla,,Dublin,County Dublin,Ireland,
Boherduff,,Clonmel,County Tipperary,Ireland,E91 N8C5
Loughlohery,,Loughloher,County Tipperary,Ireland,
Dowdallshill,,Dundalk,County Louth,Ireland,A91 DCD4
Glebe,,Swords,County Dublin,Ireland,
Demesne,,,County Roscommon,Ireland,
Botanic,Dublin 9,,County Dublin,Ireland,D09 A6X4
,Dublin 5,,County Dublin,Ireland,D05 W5R6
,,Dublin,County Dublin,Ireland,
Garrylaun,,Eirke,County Kilkenny,Ireland,
Kinnara Glebe,,Sracummer,County Leitrim,Ireland,
Smithfield,,Dublin,County Dublin,Ireland,
,Dublin 18,,County Dublin,Ireland,
Corporation Lands,,Belturbet,County Cavan,Ireland,H14 EK46
,Dublin 4,,County Dublin,Ireland,
Corporation Lands,,Belturbet,County Cavan,Ireland,
,Dublin 1,,County Dublin,Ireland,
Ballsbridge,Dublin 4,,County Dublin,Ireland,
Kill of the Grange,,Blackrock,County Dublin,Ireland,A94 K6C7
Knockananlig,,Castleisland,County Kerry,Ireland,V92 T854
Millbrook,,,County Offaly,Ireland,
Gortnaboul,,Kilgarvan,County Kerry,Ireland,V93 FD40
,,Lusk,County Dublin,Ireland,
Drumdreeny,,Drumdreeney,County Monaghan,Ireland,
Blackparks,,Athy,County Kildare,Ireland,R14 EK03
Ballymackea Beg,,Ballymakea,County Clare,Ireland,
Carrowmore,,Doonbeg Golf Club,County Clare,Ireland,
Kildonan,Dublin 11,,County Dublin,Ireland,D11 AHX3
,,Dublin,County Dublin,Ireland,D12 TF34
Ballyhurtim,,Ballyhurtin,County Wicklow,Ireland,
Corgrig,,Foynes,County Limerick,Ireland,
,,Dublin,County Dublin,Ireland,
Rathcrogue,,Knockraheen,County Carlow,Ireland,
Donaghmede,Dublin 13,,County Dublin,Ireland,D13 EC58
Knockanpierce,,Nenagh,County Tipperary,Ireland,
,Dublin 18,,County Dublin,Ireland,
Kilcrohane,,Ascal Mara,County Cork,Ireland,
Gortnaclohy,,Skibbereen,County Cork,Ireland,
Drumlark,,,County Cavan,Ireland,H12 KR13
Townparks (1st Division),,Tuam,County Galway,Ireland,H54 D951
Lowpark,,Annagh Hill,County Galway,Ireland,
Mackney (Clancarty),,Liscapple,County Galway,Ireland,
Ardbrack,,Kinsale,County Cork,Ireland,P17 NX71
Ballysallagh,,,County Clare,Ireland,
Cappanacush East,,Lomanagh,County Kerry,Ireland,
Mortyclogh,,Burren,County Clare,Ireland,
Donaghmede,Dublin 13,,County Dublin,Ireland,D13 HE9X
Knappagh Beg,,Sligo,County Sligo,Ireland,F91 ED2E
,,Dublin,County Dublin,Ireland,D13 RR22
Banagher,,Piltown,County Kilkenny,Ireland,E32 CX81
Ballynabooly,,Kilfountain,County Kerry,Ireland,
Loghill,,Coalhill,County Limerick,Ireland,
Drumnasorn,,Drumnasorna,County Donegal,Ireland,
Mountashton,,Monkstown,County Dublin,Ireland,A94 C2V1
,,Dublin,County Dublin,Ireland,D13 TW98
Cappagh,,Kinsale,County Cork,Ireland,P17 F343
Commons,,Glensprings,County Cork,Ireland,T23 V259
Williamstown,,,County Cork,Ireland,
Liscahill,,Killinan,County Tipperary,Ireland,
Crosshavenhill,,Noonans Field,County Cork,Ireland,
Kilcolman,,,County Roscommon,Ireland,
The Liberties,Dublin 8,,County Dublin,Ireland,D08 R7P4
Kinsealy,,Malahide,County Dublin,Ireland,
Park North,,Midleton,County Cork,Ireland,P25 RW82
Banagher,,Piltown,County Kilkenny,Ireland,E32 CX81
Townparks,,Kells,County Meath,Ireland,A82 T9T2
Rahinch,,Thurles,County Tipperary,Ireland,E41 H927
,Dublin 18,,County Dublin,Ireland,
Kill,,Kille,County Donegal,Ireland,
Rush Demesne,,Rush,County Dublin,Ireland,K56 AX65
Cloghroe,,Legnahoorey,County Donegal,Ireland,
Youghal-Lands,,Youghal,County Cork,Ireland,P36 D343
,,,County Limerick,Ireland,
Mountbernard,,Ballygraney,County Galway,Ireland,
Rathmines,Dublin 6,,County Dublin,Ireland,
Townparks,,Ballyshannon,County Donegal,Ireland,
Perrystown,,Dublin,County Dublin,Ireland,D12 P0A9
Stillorgan,,Dublin,County Dublin,Ireland,A94 XE30
Gortatlea,,Lower Gortatlea,County Kerry,Ireland,
Knockmullen,,Gorey,County Wexford,Ireland,
Killiney,,Killiney,County Dublin,Ireland,
Dalkey,,Dalkey,County Dublin,Ireland,
Stagreenan,,Drogheda,County Louth,Ireland,A92 E8RY
,,Dublin,County Dublin,Ireland,
Glebe,,Annamoe,County Wicklow,Ireland,
Carrowbeg North,,Roteach,County Galway,Ireland,
Tullowphelim,,Tullow,County Carlow,Ireland,R93 N234
Stillorgan,,Dublin,County Dublin,Ireland,A94 YD81
,,Dublin,County Dublin,Ireland,
Ballitore,,Ballitore,County Kildare,Ireland,R14 AN25
Ballinamona,,Castlewoods,County Waterford,Ireland,X91 TPF7
Ballinvally Lower,,Barranisky,County Wicklow,Ireland,
Dublin Docklands,Dublin 1,,County Dublin,Ireland,
Tuckmillpark,,Manorhamilton,County Leitrim,Ireland,F91 X3D0
,Dublin 12,,County Dublin,Ireland,D12 E337
Ballybronoge,,Ballybranoge,County Tipperary,Ireland,
Dalkey,,Dalkey,County Dublin,Ireland,A96 RR98
Woodpark,Dublin 16,,County Dublin,Ireland,D16 DR04
,,,,,
Meelcon,,Cross of The Wood,County Kerry,Ireland,
Grove,,Carraig Ard,County Leitrim,Ireland,N41 CY90
Drumgold,,Enniscorthy,County Wexford,Ireland,Y21 N7V7
,,,,,
,,,,,
Lecarrow,,Plovervale,County Mayo,Ireland,
Luffany,,Old Luffany,County Kilkenny,Ireland,
Drommurrin,,Oaghley,County Kerry,Ireland,
,,Kinsale,County Cork,Ireland,
Larganreagh,,Derrycassan Cottages,County Donegal,Ireland,
Bray,,Bray,County Wicklow,Ireland,A98 PX61
Glannahary,,Glenaharry,County Carlow,Ireland,
An Currach,,Dún Dealgan,Contae Lú,Ireland,A91 F5H2
,,Dooradoyle,County Limerick,Ireland,V94 XCP8
,Dublin 8,,County Dublin,Ireland,
Camp,,Ballure Lane,County Donegal,Ireland,
,,,,,
Creggane,,Buttevant,County Cork,Ireland,P51 A5W8
Donohill Lands,,New Houses,County Tipperary,Ireland,E34 TP68
Knockaskibbole,,Cloonshinagh,County Mayo,Ireland,
,Dublin 8,,County Dublin,Ireland,
Mullinahone,,Mullinahone,County Tipperary,Ireland,
Cum,,Annagh Village,County Mayo,Ireland,
,Dublin 11,,County Dublin,Ireland,D11 C6C5
Knockmullin,,,County Leitrim,Ireland,
Knockananlig,,Castleisland,County Kerry,Ireland,V92 P2N0
,,,County Kilkenny,Ireland,
Rotunda,Dublin 1,,County Dublin,Ireland,
Ballycullenbeg,,Mountmellick,County Laois,Ireland,
Creggane,,Buttevant,County Cork,Ireland,P51 E6V9
Derryglassaun,,Derrylissane,County Galway,Ireland,
Dooglaun,,Turkenagh,County Clare,Ireland,
Maryville,,John Paul Villas,County Clare,Ireland,V95 V2F4
Scilly,,Kinsale,County Cork,Ireland,P17 P650
Bunnagee,,Strahirley,County Donegal,Ireland,
Carrignamuck Lower,,Kilmurray North,County Wicklow,Ireland,
Cloan,,Allihies,County Cork,Ireland,P75 AC90
Foxford,,Foxford,County Mayo,Ireland,
Garrane,,The Frolick,County Tipperary,Ireland,
Tullyconor,,Derrynasliggaun,County Galway,Ireland,
Monard,,,County Tipperary,Ireland,E34 E009
,,Dublin,County Dublin,Ireland,
Moneygurney,,Cork,County Cork,Ireland,T12 YHW1
Mountievers,,Sixmilebridge,County Clare,Ireland,V95 R928
Rathcoole,,Forest Hills,County Dublin,Ireland,
,,Dublin,County Dublin,Ireland,D16 T220
,Dublin 9,,County Dublin,Ireland,D09 EE06
Kilpedder West,,Kilpedder,County Wicklow,Ireland,
,,Galway,County Galway,Ireland,
Ballycloghan,,Rath Na Gcarraige,County Longford,Ireland,N39 F588
,,Dublin,County Dublin,Ireland,D17 K257
Meetings,,Ballinabarney,County Wicklow,Ireland,
,,Roaringwater Bay,County Cork,Ireland,
Lansville,,Monkstown,County Dublin,Ireland,A94 X2F8
,,,County Carlow,Ireland,
Ballsbridge,,Dublin,County Dublin,Ireland,D04 EY65
Scilly,,Kinsale,County Cork,Ireland,
Clooncullen,,Bessfort,County Longford,Ireland,
,,Galway,County Galway,Ireland,H91 KXV3
Shanagolden,,Shanagolden,County Limerick,Ireland,
Barconny (Robinson),,Ballyjamesduff,County Cavan,Ireland,A82 TX84
Clare,,Claremorris,County Mayo,Ireland,
,,Toorglass East,County Mayo,Ireland,
,,Lucan,County Dublin,Ireland,K78 K371
,,Celbridge,County Kildare,Ireland,W23 VW84
Ballintemple,,Cork,County Cork,Ireland,
,,Garristown,County Meath,Ireland,A42 X310
Doonreaghan,,Doonreaghan,County Galway,Ireland,
Bellananagh,,,County Cavan,Ireland,
Monacocka,,Thurles,County Tipperary,Ireland,E41 RY65
Priorswood,Dublin 17,,County Dublin,Ireland,D17 HT98
Dún Laoghaire,,Dublin,County Dublin,Ireland,A96 YR23
Ballyquaid Glebe,,Ballyquaid,County Laois,Ireland,
Coolmine,Dublin 15,,County Dublin,Ireland,D15 HKR6
Killarney,,Bray,County Wicklow,Ireland,A98 V3H1
Dalkey,,Dalkey,County Dublin,Ireland,
Shanafona,,Banemore,County Kerry,Ireland,
Cloone,,Kinlough,County Leitrim,Ireland,F91 N7N8
Blackabbey,,Adare,County Limerick,Ireland,V94 V0PR
Ballybough,,Dublin,County Dublin,Ireland,
Rathdown Lower,,Greystones,County Wicklow,Ireland,
Belmullet,,Belmullet,County Mayo,Ireland,F26 EK40
Mayo Parks,,Mayo Abbey,County Mayo,Ireland,
Rathmines,,Dublin,County Dublin,Ireland,D04 X5A2
,,Cork,County Cork,Ireland,
Drum,,Knock,County Mayo,Ireland,F12 YD70
,,Cork,County Cork,Ireland,T12 W1RP
Cronroe,,Bel-Air Holiday Village,County Wicklow,Ireland,
Belclare,,Westport,County Mayo,Ireland,F28 C593
Coxtown West,,Knockenpadden,County Waterford,Ireland,
Jamesbrook,,East Ferry,County Cork,Ireland,
Ballsbridge,,Dublin,County Dublin,Ireland,D04 C3W5
Ballinunty,,,County Tipperary,Ireland,
Huntstown,,Dublin,County Dublin,Ireland,D15 KHT3
Tawnymucklagh,,,County Sligo,Ireland,
Drumahaire,,Dromahair,County Leitrim,Ireland,F91 PR82
Hawksford,,Redridge,County Roscommon,Ireland,
Townparks,,Skerries,County Dublin,Ireland,
Gortavalla,,,County Tipperary,Ireland,E34 T103
Cloghmacsimon,,Bandon,County Cork,Ireland,P72 D407
Grange South,,Mullingar,County Westmeath,Ireland,N91 R8D8
Cloonalour,,Tralee,County Kerry,Ireland,
Milleenduff,,Milleen,County Cork,Ireland,
Ballygarvan,,Ballynapierce,County Wexford,Ireland,
,Dublin 1,,County Dublin,Ireland,D01 RP74
Ballinlough,,Cork,County Cork,Ireland,T12 F2X5
Whitehall,Dublin 9,,County Dublin,Ireland,D09 R8P8
Clondoogan,,The Bull Ring,County Meath,Ireland,
Lagavooren,,Drogheda,County Louth,Ireland,A92 YR3W
Tarrea,,Kilmacduagh,County Galway,Ireland,
Carn (Nash),,Carn Nash,County Mayo,Ireland,
Bellanamullia,,Scramoge,County Roscommon,Ireland,F42 NX00
Drimna,,Kilrush,County Clare,Ireland,V15 WC98
Naas East,,Naas,County Kildare,Ireland,W91 W7RH
Ballinwillin,,Mitchelstown,County Cork,Ireland,P67 X097
Drummin West,,Old Downs Road,County Wicklow,Ireland,
,,Bettystown,County Meath,Ireland,A92 P5X8
Ballinteer,Dublin 16,,County Dublin,Ireland,D16 VY96
Seamount,,,County Wexford,Ireland,
Ballsbridge,Dublin 4,,County Dublin,Ireland,
Ballynash (Clare),,Ballynash,County Limerick,Ireland,
Castle-Land,,Buttevant,County Cork,Ireland,P51 E526
Clongower,,Thurles,County Tipperary,Ireland,E41 D659
Tullyarvan,,Buncrana,County Donegal,Ireland,F93 H003
Betaghstown,,,County Meath,Ireland,
Drummin West,,Old Downs Road,County Wicklow,Ireland,
Maulnaskehy,,Clonakilty,County Cork,Ireland,P85 XP64
Walton's Grove,,Mount Juliet,County Kilkenny,Ireland,R95 R261
Killygowan,,Monaghan,County Monaghan,Ireland,H18 HP65
Garryduff,,Castlebar,County Mayo,Ireland,
Edenderry,,Edenderry,County Offaly,Ireland,R45 R230
Farrankelly,,Delgany,County Wicklow,Ireland,A63 WF65
Timsallagh,,Springrove,County Galway,Ireland,
Montenotte,,Cork,County Cork,Ireland,T23 T6H2
Carrowniska South,,Drumdigus,County Clare,Ireland,V15 T282
Ballsbridge,,Dublin,County Dublin,Ireland,D04 K0F3
Killary,,Killeary,County Meath,Ireland,
Clogheder,,Balbriggan,County Dublin,Ireland,K32 C935
Crobally Lower,,Tramore,County Waterford,Ireland,X91 HD98
,,Dublin,County Dublin,Ireland,
Crevary Upper,,Creevery Upper,County Donegal,Ireland,
Clontarf West,Dublin 5,,County Dublin,Ireland,D05 DV52
Walkinstown,Dublin 12,,County Dublin,Ireland,D12 EY47
Rathdown Lower,,Greystones,County Wicklow,Ireland,
Carrigtohill,,Castlelake,County Cork,Ireland,T45 NY33
Oran More,,Oranmore,County Galway,Ireland,H91 A8X8
Bray,,Bray,County Wicklow,Ireland,A98 FC60
Centre,,Cork,County Cork,Ireland,
,,Barna,County Galway,Ireland,
Dalkey,,Dalkey,County Dublin,Ireland,
Blackabbey,,Adare,County Limerick,Ireland,V94 E978
Lissanacody,,Kiltormer Road,County Galway,Ireland,
Sarsanstown,,Mullingar,County Westmeath,Ireland,N91 WEV9
Richhill,,Ballinagowan,County Limerick,Ireland,
Bellview,,Mullingar,County Westmeath,Ireland,
Blackstoops,,Enniscorthy,County Wexford,Ireland,Y21 Y2P6
,,Ardoughter West,County Kerry,Ireland,
Youghal-Lands,,Youghal,County Cork,Ireland,P36 XD39
Camolin Park,,Ballinahillen,County Wexford,Ireland,
Acres,,Acres Cove,County Leitrim,Ireland,
Meelcon,,Cross of The Wood,County Kerry,Ireland,
Barleymount East,,Aghadoe Woods,County Kerry,Ireland,
Gortaleen,,Ballyarkane,County Kerry,Ireland,
Lislaughtin,,Ballylongford,County Kerry,Ireland,V31 NF83
Ballinard,,Ballinard Cross,County Tipperary,Ireland,
,,Dublin,County Dublin,Ireland,
Listowel,,Listowel,County Kerry,Ireland,V31 YE10
Kilmacrenan,,Kilmacrenan,County Donegal,Ireland,
Saint Kevin's,Dublin 8,,County Dublin,Ireland,D08 X3Y7
,,Dublin,County Dublin,Ireland,
Carrowbeg,,Westport,County Mayo,Ireland,F28 CD73
Bunowen,,Louisburgh,County Mayo,Ireland,F28 AF51
Swineford,,Swinford,County Mayo,Ireland,
Killincarrig,,Greystones,County Wicklow,Ireland,
Rathnapish,,Carlow,County Carlow,Ireland,
Oldcourt,,Bray,County Wicklow,Ireland,
Greenhills,Dublin 12,,County Dublin,Ireland,D12 H9Y7
Tyrrelstown,Dublin 15,,County Dublin,Ireland,
,,Cross Barry,County Cork,Ireland,
,,Ballygarden,County Roscommon,Ireland,
Cloonty,,Killadoon,County Mayo,Ireland,
,Dublin 4,,County Dublin,Ireland,D04 DX80
An Chill Bhán,,Luimneach,Contae Luimnigh,Ireland,
Glasheen,,Cork,County Cork,Ireland,
Dunmoe,,Graigs Lane,County Meath,Ireland,
Lamberton,,Arklow,County Wicklow,Ireland,
Ballyvoloon,,Cobh,County Cork,Ireland,
Ballinruan,,Ballinruan,County Clare,Ireland,
,Cobh,,County Cork,Ireland,P24 FR64
Ballycarnahan,,Caherdaniel,County Kerry,Ireland,
Roxborough Glebe,,,County Donegal,Ireland,
,,Cork,County Cork,Ireland,T12 W599
,,Dublin,County Dublin,Ireland,
,,Milltown,County Donegal,Ireland,
Cashelmore,,Cashelmore,County Donegal,Ireland,F92 EVF8
Barconny (Robinson),,Barconny,County Cavan,Ireland,
,,Laharn West,County Kerry,Ireland,
Cronykeery,,Cronykerry,County Wicklow,Ireland,
Turners Cross,,Cork,County Cork,Ireland,T12 X7D3
Monasterevin,,,County Kildare,Ireland,
Rathcahill West,,Glenshesk,County Limerick,Ireland,
Shrule,,Shrule,County Mayo,Ireland,H91 C2X4
Usher's Island,Dublin 8,,County Dublin,Ireland,
Tralee,,Tralee,County Kerry,Ireland,V92 T6CA
,,Ballaghaderreen,County Roscommon,Ireland,F45 T665
Thomastown,,Thomastown,County Kilkenny,Ireland,
,Dublin 3,,County Dublin,Ireland,D03 T181
Youghal-Lands,,Youghal,County Cork,Ireland,P36 N402
Nevinstown West,,Swords,County Dublin,Ireland,K67 PD71
Curragh,,Castlebar,County Mayo,Ireland,F23 KF22
Ballintemple,,Cork,County Cork,Ireland,
Ballygiltenan North,,Ballyguiltenane North,County Limerick,Ireland,
,,Dublin,County Dublin,Ireland,D04 H3N8
Suí Finn,,Biorra,Contae Uíbh Fhailí,Ireland,R42 P273
,,Waterford,County Waterford,Ireland,X91 A8X8
Carrownanty,,Ballymote,County Sligo,Ireland,F56 Y076
Trotts,,Enniscrone,County Sligo,Ireland,F26 KW40
Skull,,Corthna,County Cork,Ireland,
,Dublin 6,,County Dublin,Ireland,D06 FT85
Bridgetown,,Castlemartyr,County Cork,Ireland,P25 ET10
Dungarvan Glebe,,Dungarvan,County Kilkenny,Ireland,
Dungarvan Glebe,,Dungarvan,County Kilkenny,Ireland,
,,Derreenataggart,County Cork,Ireland,
Clonoulty Churchquarter,,Clonoulty,County Tipperary,Ireland,E25 EY73
Moynalty,,Salfort,County Meath,Ireland,
Kanturk,,Kanturk,County Cork,Ireland,
,,Cork,County Cork,Ireland,T12 E2HC
Ballyspillane,,Killarney,County Kerry,Ireland,
,,Roscam,County Galway,Ireland,H91 XF7T
,,Dublin 4,County Dublin,Ireland,D04 E6F7
,,Celbridge,County Kildare,Ireland,W23 VN56
,Dungannon,,Northern Ireland,United Kingdom,
Templeogue,Dublin 6W,,County Dublin,Ireland,D6W PX01
Knockroe,,Delgany,County Wicklow,Ireland,
Bishopstown,,Cork,County Cork,Ireland,
Maylin,,Drumbarnett Middle,County Donegal,Ireland,
Knocknagin,,Delvin Bridge,County Dublin,Ireland,
